uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
25879,Working!!!,"As the stories of those connected to Wagnaria come to a close, only one thing is certain: the workplace is about to get crazier than ever before! Whether it be incredibly awkward romances, relentless searches for lost relatives, or even uncomfortable family reunions, lover of all things cute and tiny Souta Takanashi and his motley crew have plenty on their plates. With more Napoleon complexes, androphobia, and katana-wielding than you can shake a frying pan at,  Working!!!  delivers a final serving of the staff's hilarious misadventures working at everybody's favorite family restaurant. 
 
[Written by MAL Rewrite]","['Comedy', 'Romance', 'Seinen', 'Slice of Life']","Jul 5, 2015 to Sep 27, 2015",13.0,158921,699,464.0,8.09,https://cdn.myanimelist.net/images/anime/7/73886.jpg,https://myanimelist.net/anime/25879/Working
1943,Paprika,"The world of dreams can be an incredible window into the psyche, showing one's deepest desires, aspirations, and repressed memories. One hopeful tech lab has been developing the ""DC Mini,"" a device with the power to delve into the dreams of others. Atsuko Chiba and Kosaku Tokita have been tirelessly working to develop this technology with the hopes of using it to deeply explore patients' minds and help cure them of their psychological disorders. 
 
However, having access to the deepest corners of a person's mind comes with a tremendous responsibility. In the wrong hands, the DC Mini could be used as a form of psychological terrorism and cause mental breakdowns in the minds of targets. When this technology is stolen and people around them start acting strangely, Atsuko and Kosaku know they have a serious problem on their hands. Enlisting the help of Officer Konakawa, who has been receiving this experimental therapy, they search both the real and dream worlds for their mental terrorist. 
 
[Written by MAL Rewrite]","['Dementia', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Thriller']","Nov 25, 2006",1.0,289048,333,463.0,8.09,https://cdn.myanimelist.net/images/anime/1929/93629.jpg,https://myanimelist.net/anime/1943/Paprika
37675,Overlord III,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action. 
 
As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick. 
 
Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown? 
 
[Written by MAL Rewrite]","['Action', 'Magic', 'Fantasy', 'Game', 'Supernatural']","Jul 10, 2018 to Oct 2, 2018",13.0,348792,273,462.0,8.09,https://cdn.myanimelist.net/images/anime/1511/93473.jpg,https://myanimelist.net/anime/37675/Overlord_III
7720,Ookiku Furikabutte: Natsu no Taikai-hen,"Picking up where the original series left off, Ren Mihashi, the ace pitcher of the newly-formed Nishiura High School baseball team, and his teammates face the Sakitama High School team in the next round of the High School Baseball Invitational Tournament as they aim to play in the finals at legendary Hanshin Koushien Stadium. 
 
(Source: ANN)","['Comedy', 'Seinen', 'Sports']","Apr 2, 2010 to Jun 25, 2010",13.0,31921,2469,461.0,8.09,https://cdn.myanimelist.net/images/anime/10/18671.jpg,https://myanimelist.net/anime/7720/Ookiku_Furikabutte__Natsu_no_Taikai-hen
1453,Maison Ikkoku,"In the town of Clock Hill, there is an old boarding house called Maison Ikkoku. While the residence itself is fairly normal, most of its occupants are not. Yuusaku Godai, its most quiet tenant, has finally reached his limit with his neighbors' constant disruptions and boisterous partying. Wanting a calmer place to call home so that he can study in peace, he prepares to move away. 
 
However, his plans to leave are suddenly interrupted when he meets the new boarding house manager, Kyoko Otonashi. Falling madly in love with her, he decides that the boarding house may not be such a bad place to live after all. Unfortunately for him, Kyoko has her own romantic troubles: she is a widow whose husband died six months into their marriage. And despite her blossoming feelings for Godai, Kyoko still cherishes her dearly departed husband, and she believes that no other man could possibly fill the void in her heart. But with Godai's persistence and some help of the other eccentric tenants, she may experience true love once again. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Seinen']","Mar 26, 1986 to Mar 2, 1988",96.0,40874,2157,460.0,8.09,https://cdn.myanimelist.net/images/anime/6/17576.jpg,https://myanimelist.net/anime/1453/Maison_Ikkoku
28725,Kokoro ga Sakebitagatterunda.,"Jun Naruse is a chatterbox whose life is colored by fairy tales and happy endings. However, influenced by her deep belief in those tales, she is too naive and trusting, and her words soon shatter her family's bond when she inadvertently reveals her father's affair. Naruse is scarred for life after being blamed for her parent's divorce, and her regrets soon manifest into a fairy egg—a being who seals her mouth from speaking in order to protect everyone's happy ending. 
 
Now, even in high school, Naruse's speech remains locked by the fairy egg. Even trying to speak causes her stomach to twist. Though unable to convey her thoughts through words, she is unexpectedly chosen to perform in a musical alongside three other students: Takumi Sakagami, Natsuki Nitou, and Daiki Tasaki. Naruse makes her way to the club room to reject the daunting task, but changes her mind when she overhears Sakagami's beautiful singing. 
 
Perhaps the fairy egg ""curse"" does not apply to singing, and perhaps Sakagami is the fairy tale prince she has been seeking all along. Will Naruse be able to convey the anthem of her heart? 
 
[Written by MAL Rewrite]","['Drama', 'Romance', 'School']","Sep 19, 2015",1.0,176401,619,459.0,8.09,https://cdn.myanimelist.net/images/anime/8/75745.jpg,https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda
6045,Kimi ni Todoke,"Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring,"" which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe... there is even a little hope for some romance in her future. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Oct 7, 2009 to Mar 31, 2010",25.0,511507,127,458.0,8.09,https://cdn.myanimelist.net/images/anime/7/17890.jpg,https://myanimelist.net/anime/6045/Kimi_ni_Todoke
2004,Hanada Shounen-shi,"Young Ichiro Hanada lives with his parents and grandfather in a quiet rural town. He is a little brat who constantly teases his sister, insults his mother, fights with everybody, and eats a lot. 
 
Ichiro has a near-death experience when he is hit by a truck, and when he wakes up he can see and talk to spirits. The spirits of people who have just died but who cannot pass on yet seek him out. They have some unresolved issue in their lives that is holding them back, and Ichiro must help them out.","['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Seinen']","Oct 2, 2002 to Mar 26, 2003",25.0,10104,4324,457.0,8.09,https://cdn.myanimelist.net/images/anime/2/87319.jpg,https://myanimelist.net/anime/2004/Hanada_Shounen-shi
6421,Fullmetal Alchemist: Brotherhood Specials,"Amazing secrets and startling facts are exposed for the first time in the Fullmetal Alchemist: Brotherhood OVA Collection, a new assortment of stories set in never-before-seen corners of the FMA universe. Join Ed and Al as they chase rumors of successful human transmutation into a web of shocking family drama and lies. Sneak a glance at hidden sides of Winry and Hawkeye's personalities. Survive the frigid north with a young Izumi Curtis as she fights to gain a deeper understanding of alchemy. Explore the legendary friendship shared by Mustang and Hughes and watch them grow from military school rivals into hardened brothers transformed by the horrors of the Ishvalan War. You thought you knew the whole story. You thought all the tales were told. The Fullmetal Alchemist: Brotherhood OVA Collection offers proof: You were wrong.  
 
(Source: FUNimation)","['Military', 'Adventure', 'Drama', 'Magic', 'Fantasy', 'Shounen']","Aug 26, 2009 to Aug 25, 2010",4.0,106904,1036,456.0,8.09,https://cdn.myanimelist.net/images/anime/1493/91571.jpg,https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials
31173,Akagami no Shirayuki-hime 2nd Season,"Shirayuki and Zen Wistalia have finally confirmed their romantic feelings for each other, and everyone has resumed their daily lives. Shirayuki remains an apprentice court herbalist at the royal palace of Clarines, and Zen continues his duties alongside his aides. 
 
However, their daily routines are disrupted when Crown Prince Izana, Zen’s older brother, receives an invitation from Raji Shenazard, the prince of Tanbarun. The herbalist finds herself ordered to go to Tanbarun for seven days, to build a new friendship with the formerly selfish and haughty ruler who once ordered Shirayuki to become his concubine. Along the way, Shirayuki is bound to run into trouble once again, as she is sought by a mysterious boy named Kazuki, someone she has never met. 
 
[Written by MAL Rewrite]","['Drama', 'Romance', 'Fantasy', 'Shoujo']","Jan 12, 2016 to Mar 29, 2016",12.0,182761,596,455.0,8.09,https://cdn.myanimelist.net/images/anime/12/77834.jpg,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves.  
 
In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage? 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']","Apr 5, 2013 to Jun 28, 2013",13.0,683483,74,453.0,8.1,https://cdn.myanimelist.net/images/anime/11/49459.jpg,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru
32615,Youjo Senki,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Magic']","Jan 6, 2017 to Mar 31, 2017",12.0,419060,192,454.0,8.1,https://cdn.myanimelist.net/images/anime/5/82890.jpg,https://myanimelist.net/anime/32615/Youjo_Senki
16049,Toaru Kagaku no Railgun S,"Mikoto Misaka and her friends are back, investigating rumors across Academy City. Soon, Mikoto discovers something terrifying: horrific experiments are taking place throughout the city, involving the murder of thousands of espers. Moreover, these espers are far from just ordinary people: they are clones of Mikoto herself. Feeling responsible for their treatment, she sets off to put an end to the experiments; however, the forces opposing her are much more dangerous than she anticipated, and Mikoto finds herself up against some of the most powerful espers imaginable. 
 
 Toaru Kagaku no Railgun S  continues the story of the Railgun as she desperately fights to put an end to the inhuman experiments that she believes she helped cause, her life dragged deep into despair in the process. There's never a dull moment in Academy City, but no one ever said all of them would be pleasant. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Super Power']","Apr 12, 2013 to Sep 27, 2013",24.0,224991,473,452.0,8.1,https://cdn.myanimelist.net/images/anime/7/75610.jpg,https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S
35790,Tate no Yuusha no Nariagari,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality. 
 
When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels. 
 
As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Drama', 'Fantasy']","Jan 9, 2019 to Jun 26, 2019",25.0,517005,128,451.0,8.1,https://cdn.myanimelist.net/images/anime/1490/101365.jpg,https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari
2150,Tanoshii Muumin Ikka,"Spring has finally arrived in Moomin Valley, giving way to another great adventure for Moomintroll and the rest of its inhabitants. With Snufkin coming home from his winter migration, the locals of the valley finally begin to rise from their hibernation. Finding a mysterious hat, the Moomins cannot bring themselves to throw it away due to its fine quality, instead hoping to eventually find its owner.  
 
While playing games with his friends, Moomin tries to hide in the silk hat. When his friends come looking for him, they are shocked to discover that Moomin has transformed into a hideous creature. Examining himself in the mirror, he is disgusted to find himself completely unrecognizable. 
 
Transforming back to normal after scaring his friends and family, Moomin and Snufkin decide to toss the hat in the river. As it drifts away, they begin to wonder who the hat belonged to and whether its owner will return for their lost possession. 
 
[Written by MAL Rewrite]","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']","Apr 12, 1990 to Oct 3, 1991",78.0,14065,3768,450.0,8.1,https://cdn.myanimelist.net/images/anime/13/26765.jpg,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
535,Slayers Next,"In the kingdom of Xoana, Lina Inverse and Gourry Gabriev unexpectedly come across their old companions, Zelgadis Graywords and Princess Ameilia Wil Tesla Saillune. Upon their reunion, the friends end up easily foiling the King of Xoana and his daughter's dastardly plans of world conquest. 
 
Soon after, it is revealed that Zelgadis is in search of the world's most valuable magical tome, the Claire Bible, hoping to discover a method to recover his human body among the many secrets sheltered within it. Despite his protests, the rest of the group decides to join in the quest after hearing of his mission. However, just when they were wondering where to start looking for the legendary book, they stumble upon a mysterious priest by the name of Xellos, who claims that he may be of some help in their pursuit. 
 
[Written by MAL Rewrite]","['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']","Apr 5, 1996 to Sep 27, 1996",26.0,53436,1807,449.0,8.1,https://cdn.myanimelist.net/images/anime/1165/92536.jpg,https://myanimelist.net/anime/535/Slayers_Next
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,"A Holy War, from ancient mythology, where the Goddess Athena and Hades have fought against each other while defending the earth repeatedly over the span of 200 years. The story takes place in 18th century Europe, 243 years prior to the original ""Saint Seiya"" Three small children, Tenma, Alone, and Sasha have all shared a very happy childhood together. Tenma who is quite aggressive but upstanding has moved to Sanctuary to become a saint. It is there that he is reunited with Sasha who is the sister of Alone and learns that she is the reincarnation of Goddess Athena. Alone, who is kind, gentle and loves painting was chosen for the body of enemy King Hades. Tenma eventually becomes a saint of Pegasus and engages in a fierce battle with his best friend Alone, the King of Hades. Pegasus Tenma, King Hades, and the Goddess Athena and through the twist of their 3 fates merge together which unfolds a prologue to the original Saint Seiya. 
 
(Source: TMS Entertaiment)","['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']","Jun 24, 2009 to Apr 21, 2010",13.0,70132,1495,448.0,8.1,https://cdn.myanimelist.net/images/anime/8/75546.jpg,https://myanimelist.net/anime/6171/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa
30015,ReLIFE,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old. 
 
Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance.  ReLIFE  follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Romance', 'School']","Jul 2, 2016 to Sep 24, 2016",13.0,533921,116,447.0,8.1,https://cdn.myanimelist.net/images/anime/3/82149.jpg,https://myanimelist.net/anime/30015/ReLIFE
